Channel,imaqtpie,Reckful,RatedEpicz,LIRIK,Nightblue3,nl_Kripp,Meteos,sneakylol,Doublelift,Amaz,IzakOOO,SilverName,Castro_1021,TimTheTatman,YoDa,CohhCarnage,hanryang1125,Dyrus
Language,English,English,English,English,English,English,English,English,English,English,Polish,Russian,English,English,Portuguese,English,Korean,English
2018-11-16,28056,0,0,131881,111812,49513,0,63772,12748,10959,15380,0,84022,160149,0,163126,14640,9000
2018-11-17,101357,0,164,163941,3349,82281,0,52695,33764,126,24809,59568,78660,113247,0,187028,0,1107
2018-11-18,8998,0,0,157415,122846,169361,0,96805,0,10457,42626,68025,93879,0,93453,210257,177655,5858
2018-11-19,94875,0,0,103912,15098,58920,0,75667,0,18525,28073,84449,99803,88451,192145,140624,129704,20588
2018-11-20,114656,40320,0,115217,49158,41758,0,103690,8331,18256,23233,67860,0,238773,131938,194874,89899,0
2018-11-21,137718,49080,0,111651,51800,42835,0,118393,56995,9684,22714,45307,0,196397,82941,153818,107592,18243
2018-11-22,133310,48212,0,3269,0,53103,0,124843,54442,18806,27834,0,121318,68502,194942,148470,110390,5124
2018-11-23,35567,9737,0,0,55268,52551,0,39117,0,14762,302,0,353011,72576,150750,148915,0,0
2018-11-24,113181,13998,320,123586,19313,50793,0,103732,0,0,23459,54939,246771,0,50820,166899,115047,81215
2018-11-25,45993,56060,131,172153,34285,70938,0,70189,0,0,54803,69020,197055,0,109500,179733,128317,22854
2018-11-26,96457,11250,0,151822,0,60335,0,92657,0,16649,24992,54875,162587,135873,106145,134745,119119,25191
2018-11-27,81895,43438,19,162191,64148,59324,0,39479,0,16716,24424,73992,0,228040,0,138924,102118,0
2018-11-28,138100,65578,0,173716,0,75376,0,101634,0,13815,27893,74402,0,191212,4297,38257,100634,47427
2018-11-29,108686,20088,286,4416,0,61591,0,60151,0,5128,21758,47685,0,190384,100487,96738,0,0
2018-11-30,42569,50288,0,138356,26170,258754,0,80797,0,0,31787,0,149702,323835,58030,129456,107241,18008
2018-12-01,99840,16716,0,134682,36657,123544,0,105181,0,0,20930,41697,109647,89404,145575,125126,99990,0
2018-12-02,112030,0,1292,225385,0,73445,0,93055,0,0,0,14573,95294,0,188703,94005,118708,0
2018-12-03,88085,0,0,153498,0,52469,0,72957,0,20510,26967,0,101162,0,225396,42633,105944,49688
2018-12-04,109498,5518,433,156097,0,344988,0,0,0,43432,19269,136726,84766,0,139245,31708,103666,19271
2018-12-05,14218,4331,20,127670,0,261729,0,0,0,33721,17236,117730,91494,137260,0,13029,0,0
2018-12-06,0,0,0,10343,0,124535,0,0,0,27252,29953,81117,83945,345266,0,18037,0,0
2018-12-07,0,0,0,206984,0,98404,0,0,0,41484,7121,45235,146748,259163,0,44025,96047,36493
2018-12-08,0,0,0,252277,0,90321,0,0,0,1937,0,0,122194,124402,0,59760,124098,3450
2018-12-09,0,0,0,151590,0,73798,0,0,0,0,64786,75117,96123,0,0,67473,94779,0
2018-12-10,88849,0,0,79488,0,94048,0,0,0,30729,33703,69615,0,101699,0,59754,83285,19488
2018-12-11,85636,0,0,123954,43313,72396,0,121559,25874,5961,19822,30192,76067,244758,0,62420,84622,0
2018-12-12,71122,0,91,109618,31982,84145,0,0,0,20233,2903,74399,33507,199016,75278,27740,90545,0
2018-12-13,93090,0,0,15571,0,57172,0,88289,0,25094,0,102074,90666,228582,70866,39547,75608,13673
2018-12-14,30020,0,0,40425,0,108191,0,0,6136,13641,30326,67346,142873,178639,66608,63707,0,37409
2018-12-15,82234,0,463,163081,47020,72696,0,104489,21667,0,36375,8019,74344,114318,27806,48688,67064,4570
2018-12-16,109105,0,432,156197,0,46159,0,0,0,0,35055,80976,0,0,0,64778,110108,3053
2018-12-17,77685,0,0,134536,57753,92847,0,105950,0,0,27225,65263,71111,90236,69428,38635,71245,20304
2018-12-18,100629,0,148,148854,65160,88667,8938,0,39002,22055,111929,14097,64228,302614,0,47782,83567,2838
2018-12-19,10170,0,121,176786,42421,56615,0,0,0,15039,28203,61053,70135,207583,0,15150,90662,10542
2018-12-20,83529,0,245,13072,46664,67994,0,0,31864,22388,27138,79293,110582,137085,0,38366,90500,19515
2018-12-21,82175,0,0,201716,0,59353,0,120533,0,32636,0,32219,77849,185309,0,48726,0,0
2018-12-22,86843,0,261,532805,40263,82235,0,0,0,0,0,0,0,79639,43563,250191,93584,0
2018-12-23,80175,0,0,262101,0,56963,0,23040,0,0,0,0,0,0,85818,97767,86418,0
2018-12-24,8631,0,197,132627,58987,62992,0,0,0,20835,0,69491,37348,99385,0,94281,87466,21768
2018-12-25,83716,0,0,2018,0,72371,0,8069,0,31689,0,3368,0,0,0,62623,109525,3125
2018-12-26,66413,0,0,154120,40892,29190,0,81523,0,0,0,34830,0,93159,22332,109162,88747,9896
2018-12-27,91738,0,248,12297,0,53181,0,81148,0,21890,25836,56131,118963,201191,140601,101870,77815,0
2018-12-28,0,20286,414,153691,60120,57343,0,90263,0,0,12530,23804,99825,237074,76396,157791,0,0
2018-12-29,104003,6705,0,173934,0,64768,0,47895,0,0,0,43380,66344,0,0,95849,0,0
2018-12-30,85066,16675,600,157136,58386,59592,0,67606,0,0,21589,48965,51437,0,126184,132402,103815,19222
2018-12-31,100329,38395,96,152505,0,56360,0,91708,0,0,0,0,0,46637,99550,101459,138127,0
2019-01-01,125621,91951,457,258224,27879,22783,0,56320,0,27625,0,86866,0,128586,0,110595,102001,0
2019-01-02,98252,78642,435,206119,41558,60060,0,47411,1572,0,0,64414,115925,0,0,45767,74817,0
2019-01-03,130816,77346,231,0,32825,63858,0,0,70134,0,0,110386,93153,106769,0,92322,85825,0
2019-01-04,54421,67739,811,191181,0,55216,0,33955,117,0,42901,75501,75735,209157,0,89856,0,7514
2019-01-05,104461,42021,0,5559,0,52985,0,32982,109347,0,49349,53348,49517,105286,0,100077,161325,5330
2019-01-06,129069,27038,524,159785,0,69648,0,28701,72636,0,99856,64357,0,0,0,54380,115058,0
2019-01-07,114346,34635,24,122656,49083,56535,0,36371,58971,22472,110173,42878,379095,124709,0,54163,74974,2192
2019-01-08,114304,52036,363,113915,0,51164,0,15592,0,17105,0,130705,340186,172961,0,89022,97085,22343
2019-01-09,110017,41131,383,83591,38222,48947,0,0,0,0,29135,110411,247011,176559,0,33893,126525,2989
2019-01-10,73955,10735,243,6368,0,58617,0,22341,6747,23717,24711,82146,250621,179909,0,55516,89791,0
2019-01-11,91845,0,162,0,40018,59962,0,0,0,0,21220,77672,184343,208084,0,60522,0,2074
2019-01-12,100912,21116,1042,0,0,60660,0,35478,12896,0,29561,70574,160983,115804,0,81015,96054,6666
2019-01-13,13924,20596,299,188010,0,49027,7889,34286,0,0,0,113322,129305,0,105125,136189,101167,7469
2019-01-14,99704,0,484,174158,0,60481,0,25254,0,0,33921,125771,84001,0,80569,100290,88886,0
2019-01-15,126259,22988,237,135526,0,61997,0,36800,0,15843,31690,75999,0,91479,0,99376,113735,0
2019-01-16,128843,0,265,121772,0,55928,0,21624,0,5678,18265,42420,74807,160845,0,37750,0,0
2019-01-17,86367,0,611,0,0,27739,0,18172,0,20104,283,98608,80956,288890,0,90459,95289,464
2019-01-18,0,0,240,88098,0,51975,0,28892,27100,12387,16740,91468,165190,188285,0,58507,69462,26657
2019-01-19,70141,0,934,117738,0,54059,0,0,0,0,17071,56938,102625,104740,0,67986,90830,3878
2019-01-20,149294,0,598,155971,0,54214,0,0,0,0,28890,78506,90581,0,0,83897,106549,0
2019-01-21,125947,0,308,127688,0,63473,0,15651,0,25814,24296,83057,96310,120367,0,70022,98597,0
2019-01-22,157788,0,477,92208,0,48941,0,57677,0,27626,31955,0,85976,252027,0,56862,0,16445
2019-01-23,102785,0,643,115879,39412,45788,0,23734,14160,0,34683,92527,71089,186706,0,31963,0,0
2019-01-24,130176,0,94,0,79426,57456,7430,23499,0,0,30509,67955,106592,306344,0,182691,111927,0
2019-01-25,69364,0,1187,182722,73548,49754,1442,25903,21100,26576,22740,0,73946,223012,0,186209,113232,17170
2019-01-26,2589,0,0,249982,106552,43575,0,21179,0,1110,26616,95538,0,95166,0,72315,92175,7254
2019-01-27,68990,0,732,240969,37176,44529,0,0,0,13093,31392,100814,0,0,0,94992,93750,8903
2019-01-28,104143,0,280,172156,71081,52832,490,64636,0,38050,25388,0,0,128102,0,77033,77424,6376
2019-01-29,104586,0,411,165420,122104,108450,12897,71154,0,37322,25090,76910,0,220167,0,169123,0,0
2019-01-30,111685,0,246,158675,55194,69409,0,40395,17246,2111,2477,53113,74931,263364,0,120217,87602,10083
2019-01-31,100820,0,340,27655,102613,60664,1638,32575,0,46306,0,0,63816,300330,0,117242,81299,16307
2019-02-01,35167,0,393,128583,96786,58499,3171,22700,29129,32057,0,94749,93664,203961,0,107662,92348,12157
2019-02-02,53752,0,0,152513,118883,60379,0,21365,0,0,3520,47739,174517,0,114371,85652,96403,2550
2019-02-03,80174,0,651,152432,0,41723,0,68820,0,5539,12359,68626,0,0,0,144585,88741,25357
2019-02-04,86373,0,398,177115,95675,0,1054,0,0,49533,34199,60905,0,0,0,89865,0,14370
2019-02-05,83650,0,245,189918,65867,50699,4115,82708,0,28372,30635,51500,102816,160415,0,98750,0,2393
2019-02-06,74355,0,0,166155,60162,40806,0,0,0,57674,50479,0,97851,254041,107217,43963,100477,16566
2019-02-07,74939,0,344,3707,44203,48910,0,41414,10913,59205,17440,54254,94795,299026,15179,75632,84210,421
2019-02-08,3956,0,450,143171,6523,62836,0,34487,0,6464,0,44048,59463,276896,75801,69079,85066,23562
2019-02-09,53738,0,326,153352,28998,40504,0,39349,14923,0,0,55077,44238,142569,294,71795,85117,8889
2019-02-10,74840,0,24,171962,52419,54059,0,0,0,9345,0,60189,0,0,80941,76749,88065,18799
2019-02-11,61117,0,230,163628,35694,57592,0,93952,0,9957,0,60706,66457,80502,0,52051,0,0
2019-02-12,58280,0,297,182866,0,51282,0,59784,16251,31450,0,52718,59796,260080,0,96034,96441,5581
2019-02-13,65602,0,438,156052,43371,30728,0,29449,40021,50787,23973,0,43720,168394,63540,51437,91894,10933
2019-02-14,72957,0,427,0,55725,49130,0,30651,0,57322,13667,39113,42081,262231,0,84518,91239,2880
2019-02-15,30842,0,688,101071,17487,44854,0,26512,0,20117,17997,0,142316,283624,16576,190044,77599,16224
2019-02-16,65968,0,417,154696,0,51730,0,32289,0,35622,14288,43750,123300,97944,68376,125213,77968,14057
2019-02-17,59706,0,652,158123,0,41436,0,0,0,0,30646,52461,29754,0,99654,193534,83080,3427
2019-02-18,55431,0,209,144762,34959,51124,0,32901,43351,42522,25461,76853,122426,0,0,135772,69108,4868
2019-02-19,56990,0,393,103063,59410,56958,0,32434,71015,60542,56345,5160,85254,175377,0,123118,0,11526
2019-02-20,75921,0,196,138672,56248,47472,0,37947,38742,45624,10365,45120,78792,383052,83264,47854,90321,3004
2019-02-21,65271,0,416,5538,0,49169,0,39064,0,53791,21260,42151,38515,95280,0,73718,76723,9336
2019-02-22,9249,0,568,0,0,47675,0,37720,0,47185,0,57852,85887,156748,91639,86354,85912,10444
2019-02-23,45852,0,668,102956,0,47327,0,43497,0,0,0,0,55296,132793,7996,99381,85694,20156
2019-02-24,62410,0,1141,154484,0,48902,0,28414,0,0,22752,72574,31905,0,90692,85449,87111,0
2019-02-25,65354,0,554,124080,66901,6592,0,0,0,44627,24594,18770,0,141928,88309,80007,70647,15730
2019-02-26,70160,0,441,94457,54026,49241,0,49263,0,64476,16577,66826,77540,202120,0,95151,0,6227
2019-02-27,76149,0,547,6756,0,52400,0,42762,0,49959,10343,0,72427,177422,61901,44939,78715,4094
2019-02-28,49169,0,697,1308,45066,45598,0,0,31487,0,0,66181,77598,204404,53478,60548,78276,9202
2019-03-01,30034,0,417,117112,8123,62592,0,23108,0,52077,0,37898,39973,162245,101643,38995,114329,14183
2019-03-02,60236,0,575,140069,28845,51046,0,51458,0,9974,0,42497,0,87240,0,51041,141473,18674
2019-03-03,55103,0,123,194516,35970,56579,0,0,26917,95,0,49422,0,0,0,68288,106429,17018
2019-03-04,51415,0,0,139613,0,78535,0,57073,48079,54123,11329,0,104844,89351,7021,89703,98113,0
2019-03-05,59095,0,245,118815,41319,45643,0,52625,58560,32430,13136,0,131228,182347,72298,94911,89948,0
2019-03-06,80672,0,606,88919,35866,50840,0,43391,0,47384,19171,0,12589,204093,0,37548,0,2504
2019-03-07,82918,0,113,0,4581,65459,0,21396,0,28738,15011,0,106516,190308,0,143639,93044,11800
2019-03-08,1443,0,0,96503,27070,47738,0,0,0,46867,10133,0,144532,190789,8877,59214,97028,17218
2019-03-09,60648,0,538,117370,24621,45316,0,32595,11478,6508,17879,0,44824,110715,75441,115560,92744,14215
2019-03-10,5260,0,32,249504,76737,63030,0,0,0,6150,30735,0,97375,0,2477,85732,101698,12437
2019-03-11,69389,0,0,291750,0,74454,0,37149,54792,41100,111652,0,97091,88542,107938,84105,110640,5233
2019-03-12,60741,0,2464,329230,34756,93436,0,38842,29542,24927,31218,67452,81363,148805,31321,78706,112491,16951
2019-03-13,53183,0,0,285760,40257,72002,0,32944,0,23435,29269,56355,73400,157095,0,39969,112671,2000
2019-03-14,55308,0,216,31175,38867,60307,0,22256,0,38893,27883,25322,66252,155269,34265,52283,90068,4910
2019-03-15,325,0,11813,314107,8458,62886,0,17403,29039,33477,13500,51536,74809,278654,72671,0,0,7285
2019-03-16,55409,0,2630,347715,0,54456,0,11341,0,7144,35778,0,0,0,3347,21774,0,34
2019-03-17,50777,0,3651,458838,55925,51368,0,0,34279,0,26406,60560,0,0,107149,11584,0,5454
2019-03-18,59331,0,3062,383634,35869,56381,0,46037,76351,33649,103320,49394,70750,96604,0,36835,134913,9885
2019-03-19,39724,0,847,338736,42515,58692,0,35454,61164,24089,19349,26486,50826,217176,0,25580,150293,0
2019-03-20,48572,0,1255,358849,0,68057,0,22238,0,37984,24948,17606,55938,115047,0,42290,109906,15282
2019-03-21,63721,0,2418,0,0,58149,0,0,0,15343,21621,46816,0,271832,0,69021,142640,0
2019-03-22,5964,0,22197,227895,0,48074,0,21687,0,31581,17949,42858,480362,81796,0,140176,149952,4011
2019-03-23,69564,0,3134,187187,0,45286,0,40087,0,5087,51288,14614,212458,83716,0,89118,156330,0
2019-03-24,1348,0,13426,192913,0,51193,0,20001,0,711,14933,37172,127626,0,0,88769,147548,8484
2019-03-25,49408,0,2722,164424,0,25296,0,0,665,20573,23896,88110,87687,90159,0,68229,0,0
2019-03-26,57490,0,5904,279107,0,0,0,40321,70679,19334,21879,58004,89863,204299,0,101904,93959,26016
2019-03-27,50282,0,3918,244175,0,0,820,21865,0,38689,18005,0,80788,199950,0,41405,108787,5124
2019-03-28,36353,0,2820,0,0,55469,16800,23771,0,23564,19199,56959,0,168417,0,117004,80470,0
2019-03-29,18021,0,5247,0,0,61831,13402,0,0,23642,8741,54286,0,270869,0,79112,60520,41585
2019-03-30,35640,38590,7504,0,0,44792,697,29693,0,1652,3337,42802,0,124066,0,90417,114256,20231
2019-03-31,35376,94598,3329,0,0,112518,0,22206,0,2871,40400,0,108541,0,0,128230,112036,14143
2019-04-01,59259,90811,19248,270660,0,52944,6211,38175,0,0,27872,58007,93433,85894,0,99138,92475,43569
2019-04-02,62728,49672,20868,258386,0,49623,19891,0,0,15007,37629,23290,0,201119,0,57432,0,18288
2019-04-03,56482,5202,3694,217667,0,59597,0,39987,0,25929,19714,29915,0,297113,42529,45234,88606,2556
2019-04-04,50387,0,0,0,0,282533,36549,42064,0,25482,16744,51466,58093,205369,84656,62804,114985,23964
2019-04-05,2107,0,11848,219747,290,111959,30,34434,0,18929,14031,0,84425,269120,0,67458,94384,1846
2019-04-06,50152,0,20577,216259,8376,15757,18818,0,0,0,19126,52229,55162,91227,0,101885,153374,0
2019-04-07,43855,0,42087,126259,51943,88544,295,0,0,0,30132,37331,0,0,0,0,169235,10250
2019-04-08,30907,0,0,177082,30910,86425,15279,0,0,23514,21715,42119,69981,57703,78139,90996,172631,8413
2019-04-09,72701,0,11083,211329,5984,364659,1016,0,0,18861,24398,131888,48886,0,142882,75762,117932,2803
2019-04-10,51476,0,0,185685,29978,214828,13931,58007,0,24052,20271,202005,0,0,169766,50672,146607,12435
2019-04-11,72453,0,17501,0,5542,103354,0,65569,0,24091,20453,172038,72994,0,98727,72767,108908,0
2019-04-12,59421,0,11525,0,30859,90873,0,65400,0,22561,7754,118213,93708,0,90397,54286,109136,13672
2019-04-13,7741,0,14700,204954,0,109502,0,100669,0,0,17969,75464,64096,0,97917,78467,0,360
2019-04-14,28361,0,3179,210688,30565,100076,0,77086,0,0,0,146003,52219,0,97108,65419,97675,8394
2019-04-15,66806,0,5898,166770,0,93622,0,86522,0,19103,19825,0,0,122067,183997,71741,81000,106
2019-04-16,43886,0,0,195771,13889,99791,0,67639,0,0,29211,113630,53008,240840,167576,63919,94779,11116
2019-04-17,36674,0,14128,184142,15928,101617,0,45799,0,0,12011,111151,66598,93281,88157,59168,0,0
2019-04-18,44415,0,1359,0,12938,6136,9645,72971,0,0,10806,121026,57405,192657,151406,64589,88810,3649
2019-04-19,1328,0,8576,0,33703,50943,0,68272,0,0,3469,104976,106579,146992,32905,44682,74067,5251
2019-04-20,62183,0,6368,150320,2238,67192,17800,66260,0,0,0,93883,64374,95404,0,58322,76762,0
2019-04-21,47709,0,6334,134171,37312,79695,0,57374,0,0,0,113382,65546,0,0,69970,102638,0
2019-04-22,47349,0,38171,113606,6637,81844,7783,56893,0,0,0,0,0,120208,56820,41967,0,7930
2019-04-23,31033,0,36493,274227,31159,72126,0,44252,2499,0,21001,79255,0,212452,71171,34815,80214,7766
2019-04-24,33414,0,19568,161958,42263,53438,23569,69780,0,0,23938,92917,79287,204443,54639,62998,105277,14115
2019-04-25,56702,0,1510,0,64801,46096,0,69201,0,0,37291,70074,63104,237247,0,80579,89944,8541
2019-04-26,714,0,5219,148146,64209,44450,29770,33910,0,0,0,0,54341,0,48841,49107,0,13930
2019-04-27,30699,0,26464,156658,46911,46378,0,0,0,0,80133,0,50132,152986,111152,61716,0,11636
2019-04-28,63065,0,0,139064,65378,36606,0,0,103221,0,111962,512,0,0,42861,72260,109493,46
2019-04-29,39617,0,5248,154227,12784,65983,0,81323,0,0,7449,0,61073,139139,9125,73764,123561,3422
2019-04-30,55596,0,1579,135585,21926,44350,0,0,0,0,26905,0,44069,173048,67219,57453,88577,0
2019-05-01,54592,39699,20764,116074,33743,54596,17482,24283,0,24183,0,0,48128,156043,29419,58397,77280,3774
2019-05-02,47988,88979,0,0,58790,54086,9863,0,0,20498,13537,0,47835,207655,135814,74168,88762,10253
2019-05-03,2073,43952,1646,113177,49990,53264,0,0,0,23730,0,0,38176,170769,8868,50670,96973,20435
2019-05-04,57101,21504,24530,132162,70677,98711,3386,46684,0,21145,8455,75210,0,93997,0,24636,83044,597
2019-05-05,3532,40294,0,135618,41351,57629,0,0,0,0,20280,58873,0,0,0,36226,0,16549
2019-05-06,55245,42436,8193,109342,9217,59482,0,0,0,14948,0,76318,0,109169,0,64976,108323,8197
2019-05-07,50712,34862,0,127879,19918,58576,0,0,0,21756,14029,0,53405,144718,0,73303,84284,14079
2019-05-08,58002,53490,2484,108726,21147,56454,0,0,0,11815,17551,58517,46069,124426,64364,51689,0,316
2019-05-09,48366,30523,38532,0,61710,57671,0,59188,0,0,10011,66922,49504,197614,45291,89467,104299,17173
2019-05-10,2316,72844,0,0,18553,55505,0,0,0,0,8755,45188,176447,0,0,69798,81919,0
2019-05-11,45498,0,0,0,22235,64632,0,0,0,0,36284,0,113115,154271,80113,0,113141,17866
2019-05-12,57693,46816,4630,177933,74937,33571,0,0,0,0,0,58367,90806,0,0,0,84375,0
2019-05-13,43200,67053,0,177892,21316,14154,0,22122,0,0,100853,40512,62832,145715,590,87932,84821,11045
2019-05-14,56385,79867,5045,157205,34532,55324,0,0,0,17006,49500,55857,0,144109,35635,83806,75798,4439
2019-05-15,58476,25263,1524,128075,46294,53641,0,67667,0,16561,14839,8298,61740,155698,10134,47623,0,0
2019-05-16,50350,19681,5770,0,50285,0,0,0,0,17386,16391,53972,69142,165528,30102,52099,83020,13410
2019-05-17,0,18129,0,84020,20742,97509,0,37120,0,15594,0,26518,198394,93258,0,28484,142141,1801
2019-05-18,60506,43558,0,105574,0,66100,0,0,0,0,16519,0,111491,88090,88216,67819,150193,6979
2019-05-19,70116,68227,0,139648,20502,63964,0,0,0,0,20636,34846,116840,0,43356,44808,147250,0
2019-05-20,52872,83495,0,111319,93763,33424,0,0,0,16361,12186,73818,22941,138493,92305,63209,108860,10355
2019-05-21,24097,22936,0,80485,42803,38597,0,53045,0,11891,80313,63581,120419,101615,0,99389,69200,0
2019-05-22,44330,66269,1362,84278,76530,0,0,33184,0,14172,12698,0,109988,107352,5088,25967,0,0
2019-05-23,14743,63720,711,0,77710,0,0,0,15517,10281,14242,83873,134465,132584,107783,37326,105797,7389
2019-05-24,0,43842,2565,65383,62897,16467,0,32954,5352,0,4554,44082,117832,84082,0,57914,91010,992
2019-05-25,50125,34649,5196,0,30017,21807,0,27328,0,0,0,0,90076,65444,79089,48058,134923,4992
2019-05-26,56791,13802,5627,125104,15924,59519,0,33451,0,0,43786,28005,0,0,40250,70801,121294,0
2019-05-27,35252,74879,1860,123100,87872,75535,0,54047,0,0,16965,85060,60494,0,135716,58848,120409,73451
2019-05-28,52698,70430,2902,93049,42234,57795,0,0,0,311,11381,74808,53094,62590,0,61256,0,8349
2019-05-29,49780,41203,3363,93652,56362,49226,0,41501,0,15183,25107,94183,0,126298,0,37427,126460,0
2019-05-30,55732,55776,8246,0,295821,54222,0,31308,0,10828,14676,1202,44618,169378,60842,65314,96022,0
2019-05-31,0,41820,4184,91019,67560,52302,0,36556,36439,7382,0,12968,0,112441,2669,95776,62706,0
2019-06-01,42497,12107,2816,115632,43409,51397,0,0,0,0,0,20815,0,70714,60513,98114,84097,32999
2019-06-02,32021,73580,6368,106513,219161,25221,0,19079,0,0,8757,0,0,0,0,82468,0,0
2019-06-03,47750,102191,326,101014,45607,52643,2267,53382,71358,12460,11025,84128,0,94207,0,79890,109428,0
2019-06-04,41583,59749,4880,100393,38935,23546,9047,59710,0,12575,99783,66389,86771,117770,0,77629,80936,35385
2019-06-05,48466,65191,3038,110941,33246,29201,0,25660,19972,6850,7189,64666,54440,201676,0,24945,71111,2389
2019-06-06,54214,75618,2656,0,0,32971,0,40751,0,3449,2668,69421,65611,135167,0,61522,97208,2305
2019-06-07,10753,0,628,115708,30720,0,0,36227,24124,7773,14896,39815,84837,123454,0,44429,78743,636
2019-06-08,22125,52355,7063,147204,103267,48079,0,0,0,0,6174,0,120901,6122,0,107975,0,5804
2019-06-09,39981,14384,2975,256004,67984,47221,0,40500,0,0,4506,14855,58803,0,0,57348,82626,0
2019-06-10,52372,38397,4733,338562,0,54041,0,0,0,346,45579,42883,0,0,0,132337,99691,0
2019-06-11,50239,0,1954,179516,28133,45094,0,72998,0,14327,74621,46789,86280,0,0,76076,116325,1752
2019-06-12,57215,32878,2974,118573,0,48035,0,39849,46535,8822,58854,30007,63329,161894,36725,73136,112745,1780
2019-06-13,43370,122999,22112,0,0,78942,0,39617,0,13636,0,50472,84503,24151,0,70035,93126,692
2019-06-14,0,70593,4023,114518,0,92631,0,28527,0,19627,0,11472,98888,0,98524,83252,120664,0
2019-06-15,42520,159488,0,68726,24779,54559,0,0,34254,0,3559,56055,39960,4865,1951,82245,117906,0
2019-06-16,46979,62891,10932,122106,2116,49755,0,25767,50632,0,9980,36822,0,21919,47554,68183,114502,0
